outlet_code,item_department,week,total_sales_qty,sales_next_week,fe_avg_4_week_sales,fe_4_weeks_std_dev_weekly,fe_4_weeks_weekly_min_sales,fe_4_weeks_weekly_max_sales,previous_week_sales,prev_2_weeks_sales,prev_3_weeks_sales,prev_month_sales,outlet_min_sales,outlet_max_sales,fe_sales_change_vs_next_week,fe_sales_change_vs_previous_week,fe_sales_to_max_sales_ratio,fe_cumulative_sales,month,week_month,week_year,quarter_year,outlet_area,outlet_parking_lots,outlet_profile_category,outlet_cluster_category,item_category,row
E,Beverages,2022-04-04,271.0,240.0,180.75,9.535023160258534,171.0,192.0,265.0,536.0,802.0,1134.0,0.0,1051.0,-31.0,6.0,0.058887440243372446,554149.0,4,1,14,2,10000,12,High,Medium,Non Flavored Tea,5.0
B,Grocery,2022-04-04,2395.0,1925.0,191.5,29.59166549328825,171.0,235.0,2033.0,4428.0,6165.0,7771.0,32.0,2395.0,-470.0,362.0,0.520425901781834,209921.0,4,1,14,2,11500,50,High,Medium,Ambient Instant Noodles,1.0
B,Grocery,2022-04-04,2395.0,1925.0,191.5,29.59166549328825,171.0,235.0,2033.0,4428.0,6165.0,7771.0,32.0,2395.0,-470.0,362.0,0.520425901781834,209921.0,4,1,14,2,11500,50,High,Medium,Rice,2.0
B,Grocery,2022-04-04,2395.0,1925.0,191.5,29.59166549328825,171.0,235.0,2033.0,4428.0,6165.0,7771.0,32.0,2395.0,-470.0,362.0,0.520425901781834,209921.0,4,1,14,2,11500,50,High,Medium,Sweet Biscuits & Cookies Regular,3.0
B,Grocery,2022-04-04,2395.0,1925.0,191.5,29.59166549328825,171.0,235.0,2033.0,4428.0,6165.0,7771.0,32.0,2395.0,-470.0,362.0,0.520425901781834,209921.0,4,1,14,2,11500,50,High,Medium,"Snack-Nuts,Peas & Mixes",4.0
B,Grocery,2022-04-04,2395.0,1925.0,191.5,29.59166549328825,171.0,235.0,2033.0,4428.0,6165.0,7771.0,32.0,2395.0,-470.0,362.0,0.520425901781834,209921.0,4,1,14,2,11500,50,High,Medium,Sugar Confectionary,5.0
D,Beverages,2022-04-04,1146.0,1193.0,201.25,28.756158760631898,171.0,235.0,1234.0,2380.0,3284.0,4405.0,52.0,4602.0,47.0,-88.0,0.24902216427640156,399563.0,4,1,14,2,11237,68,Moderate,Small,Ambient Liquid Milk,1.0
D,Beverages,2022-04-04,1146.0,1193.0,201.25,28.756158760631898,171.0,235.0,1234.0,2380.0,3284.0,4405.0,52.0,4602.0,47.0,-88.0,0.24902216427640156,399563.0,4,1,14,2,11237,68,Moderate,Small,Single Consumption RTD Beverages,2.0
D,Beverages,2022-04-04,1146.0,1193.0,201.25,28.756158760631898,171.0,235.0,1234.0,2380.0,3284.0,4405.0,52.0,4602.0,47.0,-88.0,0.24902216427640156,399563.0,4,1,14,2,11237,68,Moderate,Small,Powdered Milk,3.0
D,Beverages,2022-04-04,1146.0,1193.0,201.25,28.756158760631898,171.0,235.0,1234.0,2380.0,3284.0,4405.0,52.0,4602.0,47.0,-88.0,0.24902216427640156,399563.0,4,1,14,2,11237,68,Moderate,Small,Multiple Consumption RTD Beverages,4.0
D,Beverages,2022-04-04,1146.0,1193.0,201.25,28.756158760631898,171.0,235.0,1234.0,2380.0,3284.0,4405.0,52.0,4602.0,47.0,-88.0,0.24902216427640156,399563.0,4,1,14,2,11237,68,Moderate,Small,Concentrated Liquid Drinks,5.0
A,Chilled,2022-04-04,330.0,481.0,205.5,23.586719427112648,185.0,235.0,290.0,620.0,1002.0,1392.0,40.0,3516.0,151.0,40.0,0.07170795306388526,55553.0,4,1,14,2,10150,52,Moderate,Small,Fat Spread,1.0
A,Chilled,2022-04-04,330.0,481.0,205.5,23.586719427112648,185.0,235.0,290.0,620.0,1002.0,1392.0,40.0,3516.0,151.0,40.0,0.07170795306388526,55553.0,4,1,14,2,10150,52,Moderate,Small,Curd,2.0
A,Chilled,2022-04-04,330.0,481.0,205.5,23.586719427112648,185.0,235.0,290.0,620.0,1002.0,1392.0,40.0,3516.0,151.0,40.0,0.07170795306388526,55553.0,4,1,14,2,10150,52,Moderate,Small,Butter,3.0
A,Chilled,2022-04-04,330.0,481.0,205.5,23.586719427112648,185.0,235.0,290.0,620.0,1002.0,1392.0,40.0,3516.0,151.0,40.0,0.07170795306388526,55553.0,4,1,14,2,10150,52,Moderate,Small,Whipping Cream,4.0
A,Chilled,2022-04-04,330.0,481.0,205.5,23.586719427112648,185.0,235.0,290.0,620.0,1002.0,1392.0,40.0,3516.0,151.0,40.0,0.07170795306388526,55553.0,4,1,14,2,10150,52,Moderate,Small,Stirred Yogurt,5.0
B,Beverages,2022-04-04,487.0,414.0,182.0,63.63961030678928,91.0,235.0,726.0,1213.0,1774.0,2198.0,32.0,2395.0,-73.0,-239.0,0.10582355497609734,167772.0,4,1,14,2,11500,50,High,Medium,Ambient Liquid Milk,1.0
B,Beverages,2022-04-04,487.0,414.0,182.0,63.63961030678928,91.0,235.0,726.0,1213.0,1774.0,2198.0,32.0,2395.0,-73.0,-239.0,0.10582355497609734,167772.0,4,1,14,2,11500,50,High,Medium,Single Consumption RTD Beverages,2.0
B,Beverages,2022-04-04,487.0,414.0,182.0,63.63961030678928,91.0,235.0,726.0,1213.0,1774.0,2198.0,32.0,2395.0,-73.0,-239.0,0.10582355497609734,167772.0,4,1,14,2,11500,50,High,Medium,Powdered Milk,3.0
B,Beverages,2022-04-04,487.0,414.0,182.0,63.63961030678928,91.0,235.0,726.0,1213.0,1774.0,2198.0,32.0,2395.0,-73.0,-239.0,0.10582355497609734,167772.0,4,1,14,2,11500,50,High,Medium,Multiple Consumption RTD Beverages,4.0
B,Beverages,2022-04-04,487.0,414.0,182.0,63.63961030678928,91.0,235.0,726.0,1213.0,1774.0,2198.0,32.0,2395.0,-73.0,-239.0,0.10582355497609734,167772.0,4,1,14,2,11500,50,High,Medium,Non Flavored Tea,5.0
C,Beverages,2022-04-04,1445.0,1033.0,164.0,52.93392107146419,91.0,214.0,1281.0,2726.0,4023.0,5306.0,27.0,2903.0,-412.0,164.0,0.31399391568883095,267055.0,4,1,14,2,14425,41,High,Large,Ambient Liquid Milk,1.0
C,Beverages,2022-04-04,1445.0,1033.0,164.0,52.93392107146419,91.0,214.0,1281.0,2726.0,4023.0,5306.0,27.0,2903.0,-412.0,164.0,0.31399391568883095,267055.0,4,1,14,2,14425,41,High,Large,Powdered Milk,2.0
C,Beverages,2022-04-04,1445.0,1033.0,164.0,52.93392107146419,91.0,214.0,1281.0,2726.0,4023.0,5306.0,27.0,2903.0,-412.0,164.0,0.31399391568883095,267055.0,4,1,14,2,14425,41,High,Large,Single Consumption RTD Beverages,3.0
C,Beverages,2022-04-04,1445.0,1033.0,164.0,52.93392107146419,91.0,214.0,1281.0,2726.0,4023.0,5306.0,27.0,2903.0,-412.0,164.0,0.31399391568883095,267055.0,4,1,14,2,14425,41,High,Large,Multiple Consumption RTD Beverages,4.0
C,Beverages,2022-04-04,1445.0,1033.0,164.0,52.93392107146419,91.0,214.0,1281.0,2726.0,4023.0,5306.0,27.0,2903.0,-412.0,164.0,0.31399391568883095,267055.0,4,1,14,2,14425,41,High,Large,Non Flavored Tea,5.0
C,Grocery,2022-04-04,2903.0,2122.0,155.0,43.88621651498339,91.0,188.0,2684.0,5587.0,7868.0,9886.0,27.0,2903.0,-781.0,219.0,0.6308126901347241,336927.0,4,1,14,2,14425,41,High,Large,Ambient Instant Noodles,1.0
C,Grocery,2022-04-04,2903.0,2122.0,155.0,43.88621651498339,91.0,188.0,2684.0,5587.0,7868.0,9886.0,27.0,2903.0,-781.0,219.0,0.6308126901347241,336927.0,4,1,14,2,14425,41,High,Large,Sweet Biscuits & Cookies Regular,2.0
C,Grocery,2022-04-04,2903.0,2122.0,155.0,43.88621651498339,91.0,188.0,2684.0,5587.0,7868.0,9886.0,27.0,2903.0,-781.0,219.0,0.6308126901347241,336927.0,4,1,14,2,14425,41,High,Large,Rice,3.0
C,Grocery,2022-04-04,2903.0,2122.0,155.0,43.88621651498339,91.0,188.0,2684.0,5587.0,7868.0,9886.0,27.0,2903.0,-781.0,219.0,0.6308126901347241,336927.0,4,1,14,2,14425,41,High,Large,Liquid Cooking Oils & Fats,4.0
C,Grocery,2022-04-04,2903.0,2122.0,155.0,43.88621651498339,91.0,188.0,2684.0,5587.0,7868.0,9886.0,27.0,2903.0,-781.0,219.0,0.6308126901347241,336927.0,4,1,14,2,14425,41,High,Large,Crackers,5.0
E,Grocery,2022-04-04,864.0,796.0,136.5,40.828911325187214,91.0,178.0,1051.0,1915.0,2585.0,3223.0,0.0,1051.0,-68.0,-187.0,0.1877444589308996,568405.0,4,1,14,2,10000,12,High,Medium,Ambient Instant Noodles,1.0
E,Grocery,2022-04-04,864.0,796.0,136.5,40.828911325187214,91.0,178.0,1051.0,1915.0,2585.0,3223.0,0.0,1051.0,-68.0,-187.0,0.1877444589308996,568405.0,4,1,14,2,10000,12,High,Medium,Rice,2.0
E,Grocery,2022-04-04,864.0,796.0,136.5,40.828911325187214,91.0,178.0,1051.0,1915.0,2585.0,3223.0,0.0,1051.0,-68.0,-187.0,0.1877444589308996,568405.0,4,1,14,2,10000,12,High,Medium,Sweet Biscuits & Cookies Regular,3.0
E,Grocery,2022-04-04,864.0,796.0,136.5,40.828911325187214,91.0,178.0,1051.0,1915.0,2585.0,3223.0,0.0,1051.0,-68.0,-187.0,0.1877444589308996,568405.0,4,1,14,2,10000,12,High,Medium,Sugar Confectionary,4.0
E,Grocery,2022-04-04,864.0,796.0,136.5,40.828911325187214,91.0,178.0,1051.0,1915.0,2585.0,3223.0,0.0,1051.0,-68.0,-187.0,0.1877444589308996,568405.0,4,1,14,2,10000,12,High,Medium,"Snack-Nuts,Peas & Mixes",5.0
A,Beverages,2022-04-04,1012.0,802.0,140.0,35.935126733230454,105.0,178.0,1460.0,2472.0,3536.0,4546.0,40.0,3516.0,-210.0,-448.0,0.2199043893959148,14966.0,4,1,14,2,10150,52,Moderate,Small,Ambient Liquid Milk,1.0
A,Beverages,2022-04-04,1012.0,802.0,140.0,35.935126733230454,105.0,178.0,1460.0,2472.0,3536.0,4546.0,40.0,3516.0,-210.0,-448.0,0.2199043893959148,14966.0,4,1,14,2,10150,52,Moderate,Small,Powdered Milk,2.0
A,Beverages,2022-04-04,1012.0,802.0,140.0,35.935126733230454,105.0,178.0,1460.0,2472.0,3536.0,4546.0,40.0,3516.0,-210.0,-448.0,0.2199043893959148,14966.0,4,1,14,2,10150,52,Moderate,Small,Single Consumption RTD Beverages,3.0
A,Beverages,2022-04-04,1012.0,802.0,140.0,35.935126733230454,105.0,178.0,1460.0,2472.0,3536.0,4546.0,40.0,3516.0,-210.0,-448.0,0.2199043893959148,14966.0,4,1,14,2,10150,52,Moderate,Small,Multiple Consumption RTD Beverages,4.0
A,Beverages,2022-04-04,1012.0,802.0,140.0,35.935126733230454,105.0,178.0,1460.0,2472.0,3536.0,4546.0,40.0,3516.0,-210.0,-448.0,0.2199043893959148,14966.0,4,1,14,2,10150,52,Moderate,Small,Non Flavored Tea,5.0
E,Chilled,2022-04-04,42.0,56.0,128.0,33.63529891844777,105.0,178.0,68.0,110.0,160.0,230.0,0.0,1051.0,14.0,-26.0,0.009126466753585397,563453.0,4,1,14,2,10000,12,High,Medium,Fat Spread,1.0
E,Chilled,2022-04-04,42.0,56.0,128.0,33.63529891844777,105.0,178.0,68.0,110.0,160.0,230.0,0.0,1051.0,14.0,-26.0,0.009126466753585397,563453.0,4,1,14,2,10000,12,High,Medium,Curd,2.0
E,Chilled,2022-04-04,42.0,56.0,128.0,33.63529891844777,105.0,178.0,68.0,110.0,160.0,230.0,0.0,1051.0,14.0,-26.0,0.009126466753585397,563453.0,4,1,14,2,10000,12,High,Medium,Butter,3.0
E,Chilled,2022-04-04,42.0,56.0,128.0,33.63529891844777,105.0,178.0,68.0,110.0,160.0,230.0,0.0,1051.0,14.0,-26.0,0.009126466753585397,563453.0,4,1,14,2,10000,12,High,Medium,Whipping Cream,4.0
E,Chilled,2022-04-04,42.0,56.0,128.0,33.63529891844777,105.0,178.0,68.0,110.0,160.0,230.0,0.0,1051.0,14.0,-26.0,0.009126466753585397,563453.0,4,1,14,2,10000,12,High,Medium,Stirred Yogurt,5.0
D,Chilled,2022-04-04,338.0,645.0,130.5,38.596200158392115,105.0,188.0,255.0,593.0,957.0,1356.0,52.0,4602.0,307.0,83.0,0.07344632768361582,432663.0,4,1,14,2,11237,68,Moderate,Small,Fat Spread,1.0
D,Chilled,2022-04-04,338.0,645.0,130.5,38.596200158392115,105.0,188.0,255.0,593.0,957.0,1356.0,52.0,4602.0,307.0,83.0,0.07344632768361582,432663.0,4,1,14,2,11237,68,Moderate,Small,Curd,2.0
D,Chilled,2022-04-04,338.0,645.0,130.5,38.596200158392115,105.0,188.0,255.0,593.0,957.0,1356.0,52.0,4602.0,307.0,83.0,0.07344632768361582,432663.0,4,1,14,2,11237,68,Moderate,Small,Butter,3.0
D,Chilled,2022-04-04,338.0,645.0,130.5,38.596200158392115,105.0,188.0,255.0,593.0,957.0,1356.0,52.0,4602.0,307.0,83.0,0.07344632768361582,432663.0,4,1,14,2,11237,68,Moderate,Small,Cheese Slices,4.0
D,Chilled,2022-04-04,338.0,645.0,130.5,38.596200158392115,105.0,188.0,255.0,593.0,957.0,1356.0,52.0,4602.0,307.0,83.0,0.07344632768361582,432663.0,4,1,14,2,11237,68,Moderate,Small,Whipping Cream,5.0
C,Chilled,2022-04-04,194.0,274.0,130.25,38.74166577041658,105.0,188.0,166.0,360.0,609.0,898.0,27.0,2903.0,80.0,28.0,0.042155584528465885,308756.0,4,1,14,2,14425,41,High,Large,Fat Spread,1.0
C,Chilled,2022-04-04,194.0,274.0,130.25,38.74166577041658,105.0,188.0,166.0,360.0,609.0,898.0,27.0,2903.0,80.0,28.0,0.042155584528465885,308756.0,4,1,14,2,14425,41,High,Large,Butter,2.0
C,Chilled,2022-04-04,194.0,274.0,130.25,38.74166577041658,105.0,188.0,166.0,360.0,609.0,898.0,27.0,2903.0,80.0,28.0,0.042155584528465885,308756.0,4,1,14,2,14425,41,High,Large,Curd,3.0
C,Chilled,2022-04-04,194.0,274.0,130.25,38.74166577041658,105.0,188.0,166.0,360.0,609.0,898.0,27.0,2903.0,80.0,28.0,0.042155584528465885,308756.0,4,1,14,2,14425,41,High,Large,Whipping Cream,4.0
C,Chilled,2022-04-04,194.0,274.0,130.25,38.74166577041658,105.0,188.0,166.0,360.0,609.0,898.0,27.0,2903.0,80.0,28.0,0.042155584528465885,308756.0,4,1,14,2,14425,41,High,Large,Cheese Slices,5.0
B,Chilled,2022-04-04,163.0,178.0,132.75,36.845397722555994,113.0,188.0,91.0,254.0,442.0,656.0,32.0,2395.0,15.0,72.0,0.03541938287701,187345.0,4,1,14,2,11500,50,High,Medium,Fat Spread,1.0
B,Chilled,2022-04-04,163.0,178.0,132.75,36.845397722555994,113.0,188.0,91.0,254.0,442.0,656.0,32.0,2395.0,15.0,72.0,0.03541938287701,187345.0,4,1,14,2,11500,50,High,Medium,Curd,2.0
B,Chilled,2022-04-04,163.0,178.0,132.75,36.845397722555994,113.0,188.0,91.0,254.0,442.0,656.0,32.0,2395.0,15.0,72.0,0.03541938287701,187345.0,4,1,14,2,11500,50,High,Medium,Butter,3.0
B,Chilled,2022-04-04,163.0,178.0,132.75,36.845397722555994,113.0,188.0,91.0,254.0,442.0,656.0,32.0,2395.0,15.0,72.0,0.03541938287701,187345.0,4,1,14,2,11500,50,High,Medium,Whipping Cream,4.0
B,Chilled,2022-04-04,163.0,178.0,132.75,36.845397722555994,113.0,188.0,91.0,254.0,442.0,656.0,32.0,2395.0,15.0,72.0,0.03541938287701,187345.0,4,1,14,2,11500,50,High,Medium,Cheese Slices,5.0
D,Grocery,2022-04-04,4602.0,4386.0,128.75,40.13622636305844,99.0,188.0,3130.0,7732.0,11104.0,14117.0,52.0,4602.0,-216.0,1472.0,1.0,477246.0,4,1,14,2,11237,68,Moderate,Small,Ambient Instant Noodles,1.0
D,Grocery,2022-04-04,4602.0,4386.0,128.75,40.13622636305844,99.0,188.0,3130.0,7732.0,11104.0,14117.0,52.0,4602.0,-216.0,1472.0,1.0,477246.0,4,1,14,2,11237,68,Moderate,Small,Rice,2.0
D,Grocery,2022-04-04,4602.0,4386.0,128.75,40.13622636305844,99.0,188.0,3130.0,7732.0,11104.0,14117.0,52.0,4602.0,-216.0,1472.0,1.0,477246.0,4,1,14,2,11237,68,Moderate,Small,Sweet Biscuits & Cookies Regular,3.0
D,Grocery,2022-04-04,4602.0,4386.0,128.75,40.13622636305844,99.0,188.0,3130.0,7732.0,11104.0,14117.0,52.0,4602.0,-216.0,1472.0,1.0,477246.0,4,1,14,2,11237,68,Moderate,Small,Crackers,4.0
D,Grocery,2022-04-04,4602.0,4386.0,128.75,40.13622636305844,99.0,188.0,3130.0,7732.0,11104.0,14117.0,52.0,4602.0,-216.0,1472.0,1.0,477246.0,4,1,14,2,11237,68,Moderate,Small,"Snack-Nuts,Peas & Mixes",5.0
A,Grocery,2022-04-11,2853.0,2731.0,106.5,8.698658900466645,99.0,115.0,3516.0,6369.0,9620.0,12502.0,40.0,3516.0,-122.0,-663.0,0.6199478487614081,97876.0,4,2,15,2,10150,52,Moderate,Small,Ambient Instant Noodles,1.0
A,Grocery,2022-04-11,2853.0,2731.0,106.5,8.698658900466645,99.0,115.0,3516.0,6369.0,9620.0,12502.0,40.0,3516.0,-122.0,-663.0,0.6199478487614081,97876.0,4,2,15,2,10150,52,Moderate,Small,Rice,2.0
A,Grocery,2022-04-11,2853.0,2731.0,106.5,8.698658900466645,99.0,115.0,3516.0,6369.0,9620.0,12502.0,40.0,3516.0,-122.0,-663.0,0.6199478487614081,97876.0,4,2,15,2,10150,52,Moderate,Small,Sweet Biscuits & Cookies Regular,3.0
A,Grocery,2022-04-11,2853.0,2731.0,106.5,8.698658900466645,99.0,115.0,3516.0,6369.0,9620.0,12502.0,40.0,3516.0,-122.0,-663.0,0.6199478487614081,97876.0,4,2,15,2,10150,52,Moderate,Small,Crackers,4.0
A,Grocery,2022-04-11,2853.0,2731.0,106.5,8.698658900466645,99.0,115.0,3516.0,6369.0,9620.0,12502.0,40.0,3516.0,-122.0,-663.0,0.6199478487614081,97876.0,4,2,15,2,10150,52,Moderate,Small,Sugar Confectionary,5.0
D,Beverages,2022-04-11,1193.0,1588.0,114.0,20.75250988836453,99.0,143.0,1146.0,2339.0,3573.0,4477.0,52.0,4602.0,395.0,47.0,0.25923511516731856,400756.0,4,2,15,2,11237,68,Moderate,Small,Ambient Liquid Milk,1.0
D,Beverages,2022-04-11,1193.0,1588.0,114.0,20.75250988836453,99.0,143.0,1146.0,2339.0,3573.0,4477.0,52.0,4602.0,395.0,47.0,0.25923511516731856,400756.0,4,2,15,2,11237,68,Moderate,Small,Single Consumption RTD Beverages,2.0
D,Beverages,2022-04-11,1193.0,1588.0,114.0,20.75250988836453,99.0,143.0,1146.0,2339.0,3573.0,4477.0,52.0,4602.0,395.0,47.0,0.25923511516731856,400756.0,4,2,15,2,11237,68,Moderate,Small,Powdered Milk,3.0
D,Beverages,2022-04-11,1193.0,1588.0,114.0,20.75250988836453,99.0,143.0,1146.0,2339.0,3573.0,4477.0,52.0,4602.0,395.0,47.0,0.25923511516731856,400756.0,4,2,15,2,11237,68,Moderate,Small,Multiple Consumption RTD Beverages,4.0
D,Beverages,2022-04-11,1193.0,1588.0,114.0,20.75250988836453,99.0,143.0,1146.0,2339.0,3573.0,4477.0,52.0,4602.0,395.0,47.0,0.25923511516731856,400756.0,4,2,15,2,11237,68,Moderate,Small,Concentrated Liquid Drinks,5.0
B,Grocery,2022-04-11,1925.0,1656.0,112.5,20.872629605937714,99.0,143.0,2395.0,4320.0,6353.0,8090.0,32.0,2395.0,-269.0,-470.0,0.41829639287266407,211846.0,4,2,15,2,11500,50,High,Medium,Ambient Instant Noodles,1.0
B,Grocery,2022-04-11,1925.0,1656.0,112.5,20.872629605937714,99.0,143.0,2395.0,4320.0,6353.0,8090.0,32.0,2395.0,-269.0,-470.0,0.41829639287266407,211846.0,4,2,15,2,11500,50,High,Medium,Rice,2.0
B,Grocery,2022-04-11,1925.0,1656.0,112.5,20.872629605937714,99.0,143.0,2395.0,4320.0,6353.0,8090.0,32.0,2395.0,-269.0,-470.0,0.41829639287266407,211846.0,4,2,15,2,11500,50,High,Medium,Sweet Biscuits & Cookies Regular,3.0
B,Grocery,2022-04-11,1925.0,1656.0,112.5,20.872629605937714,99.0,143.0,2395.0,4320.0,6353.0,8090.0,32.0,2395.0,-269.0,-470.0,0.41829639287266407,211846.0,4,2,15,2,11500,50,High,Medium,"Snack-Nuts,Peas & Mixes",4.0
B,Grocery,2022-04-11,1925.0,1656.0,112.5,20.872629605937714,99.0,143.0,2395.0,4320.0,6353.0,8090.0,32.0,2395.0,-269.0,-470.0,0.41829639287266407,211846.0,4,2,15,2,11500,50,High,Medium,Sugar Confectionary,5.0
A,Chilled,2022-04-11,481.0,288.0,120.25,19.922767545365467,99.0,143.0,330.0,811.0,1101.0,1483.0,40.0,3516.0,-193.0,151.0,0.10451977401129943,56034.0,4,2,15,2,10150,52,Moderate,Small,Fat Spread,1.0
A,Chilled,2022-04-11,481.0,288.0,120.25,19.922767545365467,99.0,143.0,330.0,811.0,1101.0,1483.0,40.0,3516.0,-193.0,151.0,0.10451977401129943,56034.0,4,2,15,2,10150,52,Moderate,Small,Curd,2.0
A,Chilled,2022-04-11,481.0,288.0,120.25,19.922767545365467,99.0,143.0,330.0,811.0,1101.0,1483.0,40.0,3516.0,-193.0,151.0,0.10451977401129943,56034.0,4,2,15,2,10150,52,Moderate,Small,Butter,3.0
A,Chilled,2022-04-11,481.0,288.0,120.25,19.922767545365467,99.0,143.0,330.0,811.0,1101.0,1483.0,40.0,3516.0,-193.0,151.0,0.10451977401129943,56034.0,4,2,15,2,10150,52,Moderate,Small,Whipping Cream,4.0
A,Chilled,2022-04-11,481.0,288.0,120.25,19.922767545365467,99.0,143.0,330.0,811.0,1101.0,1483.0,40.0,3516.0,-193.0,151.0,0.10451977401129943,56034.0,4,2,15,2,10150,52,Moderate,Small,Stirred Yogurt,5.0
C,Chilled,2022-04-11,274.0,156.0,131.75,16.560495161679224,109.0,145.0,194.0,468.0,634.0,883.0,27.0,2903.0,-118.0,80.0,0.0595393307257714,309030.0,4,2,15,2,14425,41,High,Large,Fat Spread,1.0
C,Chilled,2022-04-11,274.0,156.0,131.75,16.560495161679224,109.0,145.0,194.0,468.0,634.0,883.0,27.0,2903.0,-118.0,80.0,0.0595393307257714,309030.0,4,2,15,2,14425,41,High,Large,Butter,2.0
C,Chilled,2022-04-11,274.0,156.0,131.75,16.560495161679224,109.0,145.0,194.0,468.0,634.0,883.0,27.0,2903.0,-118.0,80.0,0.0595393307257714,309030.0,4,2,15,2,14425,41,High,Large,Curd,3.0
C,Chilled,2022-04-11,274.0,156.0,131.75,16.560495161679224,109.0,145.0,194.0,468.0,634.0,883.0,27.0,2903.0,-118.0,80.0,0.0595393307257714,309030.0,4,2,15,2,14425,41,High,Large,Whipping Cream,4.0
C,Chilled,2022-04-11,274.0,156.0,131.75,16.560495161679224,109.0,145.0,194.0,468.0,634.0,883.0,27.0,2903.0,-118.0,80.0,0.0595393307257714,309030.0,4,2,15,2,14425,41,High,Large,Cheese Slices,5.0
C,Grocery,2022-04-11,2122.0,2035.0,124.25,16.560495161679224,109.0,145.0,2903.0,5025.0,7709.0,9990.0,27.0,2903.0,-87.0,-781.0,0.4611038678835289,339049.0,4,2,15,2,14425,41,High,Large,Ambient Instant Noodles,1.0
C,Grocery,2022-04-11,2122.0,2035.0,124.25,16.560495161679224,109.0,145.0,2903.0,5025.0,7709.0,9990.0,27.0,2903.0,-87.0,-781.0,0.4611038678835289,339049.0,4,2,15,2,14425,41,High,Large,Sweet Biscuits & Cookies Regular,2.0
C,Grocery,2022-04-11,2122.0,2035.0,124.25,16.560495161679224,109.0,145.0,2903.0,5025.0,7709.0,9990.0,27.0,2903.0,-87.0,-781.0,0.4611038678835289,339049.0,4,2,15,2,14425,41,High,Large,Rice,3.0
C,Grocery,2022-04-11,2122.0,2035.0,124.25,16.560495161679224,109.0,145.0,2903.0,5025.0,7709.0,9990.0,27.0,2903.0,-87.0,-781.0,0.4611038678835289,339049.0,4,2,15,2,14425,41,High,Large,Liquid Cooking Oils & Fats,4.0
C,Grocery,2022-04-11,2122.0,2035.0,124.25,16.560495161679224,109.0,145.0,2903.0,5025.0,7709.0,9990.0,27.0,2903.0,-87.0,-781.0,0.4611038678835289,339049.0,4,2,15,2,14425,41,High,Large,Crackers,5.0
A,Beverages,2022-04-11,802.0,1801.0,121.0,21.181753153756365,96.0,145.0,1012.0,1814.0,3274.0,4338.0,40.0,3516.0,999.0,-210.0,0.17427205562798784,15768.0,4,2,15,2,10150,52,Moderate,Small,Ambient Liquid Milk,1.0
A,Beverages,2022-04-11,802.0,1801.0,121.0,21.181753153756365,96.0,145.0,1012.0,1814.0,3274.0,4338.0,40.0,3516.0,999.0,-210.0,0.17427205562798784,15768.0,4,2,15,2,10150,52,Moderate,Small,Powdered Milk,2.0
A,Beverages,2022-04-11,802.0,1801.0,121.0,21.181753153756365,96.0,145.0,1012.0,1814.0,3274.0,4338.0,40.0,3516.0,999.0,-210.0,0.17427205562798784,15768.0,4,2,15,2,10150,52,Moderate,Small,Single Consumption RTD Beverages,3.0
A,Beverages,2022-04-11,802.0,1801.0,121.0,21.181753153756365,96.0,145.0,1012.0,1814.0,3274.0,4338.0,40.0,3516.0,999.0,-210.0,0.17427205562798784,15768.0,4,2,15,2,10150,52,Moderate,Small,Multiple Consumption RTD Beverages,4.0
A,Beverages,2022-04-11,802.0,1801.0,121.0,21.181753153756365,96.0,145.0,1012.0,1814.0,3274.0,4338.0,40.0,3516.0,999.0,-210.0,0.17427205562798784,15768.0,4,2,15,2,10150,52,Moderate,Small,Non Flavored Tea,5.0
E,Beverages,2022-04-11,240.0,252.0,114.25,21.654483754332905,96.0,145.0,271.0,511.0,776.0,1042.0,0.0,1051.0,12.0,-31.0,0.05215123859191656,554389.0,4,2,15,2,10000,12,High,Medium,Ambient Liquid Milk,1.0
E,Beverages,2022-04-11,240.0,252.0,114.25,21.654483754332905,96.0,145.0,271.0,511.0,776.0,1042.0,0.0,1051.0,12.0,-31.0,0.05215123859191656,554389.0,4,2,15,2,10000,12,High,Medium,Single Consumption RTD Beverages,2.0
E,Beverages,2022-04-11,240.0,252.0,114.25,21.654483754332905,96.0,145.0,271.0,511.0,776.0,1042.0,0.0,1051.0,12.0,-31.0,0.05215123859191656,554389.0,4,2,15,2,10000,12,High,Medium,Powdered Milk,3.0
E,Beverages,2022-04-11,240.0,252.0,114.25,21.654483754332905,96.0,145.0,271.0,511.0,776.0,1042.0,0.0,1051.0,12.0,-31.0,0.05215123859191656,554389.0,4,2,15,2,10000,12,High,Medium,Multiple Consumption RTD Beverages,4.0
E,Beverages,2022-04-11,240.0,252.0,114.25,21.654483754332905,96.0,145.0,271.0,511.0,776.0,1042.0,0.0,1051.0,12.0,-31.0,0.05215123859191656,554389.0,4,2,15,2,10000,12,High,Medium,Non Flavored Tea,5.0
B,Chilled,2022-04-11,178.0,114.0,100.0,10.614455552060484,88.0,113.0,163.0,341.0,432.0,620.0,32.0,2395.0,-64.0,15.0,0.03867883528900478,187523.0,4,2,15,2,11500,50,High,Medium,Fat Spread,1.0
B,Chilled,2022-04-11,178.0,114.0,100.0,10.614455552060484,88.0,113.0,163.0,341.0,432.0,620.0,32.0,2395.0,-64.0,15.0,0.03867883528900478,187523.0,4,2,15,2,11500,50,High,Medium,Curd,2.0
