item_code,item_category,item_sub_department,item_department
897847,Prepared Meals,Baby Foods,Grocery
1120273,Multiple Consumption Chocolates,Confectionery,Grocery
1078243,Sugar Confectionary,Confectionery,Grocery
867022,Ambient Cooking Sauces,Sauce,Grocery
10024,Canned Fruit,Processed/Preserved Fruits,Grocery
116908,Snack-Crisps & Chips,Snacks,Grocery
93859,Paste/Mixes,Seasoning,Grocery
126079,Body Cleansing,Hand & Body Care,Household
1054042,Lip Cosmetics,Cosmetics,Household
970684,Lip Cosmetics,Cosmetics,Household
822535,Razors & Blades,Men's Toiletries,Household
109483,Dish Wash,Cleaning Consumables,Household
2464,Baby Ready Meals,Baby Foods,Household
391003,Facial Cleansing,Facial Care,Household
262105,Facial Cleansing,Facial Care,Household
1090060,Facial Cleansing,Facial Care,Household
282778,Car Care Air Freshener,Car Care,Household
1061746,Single Consumption RTD Beverages,RTD Beverages,Beverages
898459,Prepared Meals,Baby Foods,Grocery
1006009,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
213802,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1041388,Multiple Consumption Chocolates,Confectionery,Grocery
996361,Sugar Confectionary,Confectionery,Grocery
853198,RTD,Long Life,Grocery
129454,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
125341,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1118410,Ambient Regular Noodles,Pasta & Noodles,Grocery
131731,Imported,Soups,Grocery
895291,Eye Cosmetics,Cosmetics,Household
214189,Eye Cosmetics,Cosmetics,Household
12643,Eye Cosmetics,Cosmetics,Household
671893,Lip Cosmetics,Cosmetics,Household
102895,Razors & Blades,Men's Toiletries,Household
127915,Razors & Blades,Men's Toiletries,Household
206953,Razors & Blades,Men's Toiletries,Household
58075,Men's Fragrance,Men's Toiletries,Household
1016206,Men's Fragrance,Men's Toiletries,Household
871036,Men's Fragrance,Men's Toiletries,Household
244402,Baby Ready Meals,Baby Foods,Household
799342,Baby Wipes,Baby Needs,Household
1023127,Illumination,General Needs,Household
1013956,Illumination,General Needs,Household
1086442,Facial Cleansing,Facial Care,Household
137635,Facial Cleansing,Facial Care,Household
367639,Facial Cleansing,Facial Care,Household
997603,Car Care Air Freshener,Car Care,Household
110050,Car Care Cleaning  Exterior,Car Care,Household
756034,Shaving Requisites,Toiletries Men,Household
102355,RTD,Tea,Beverages
654964,Powdered Milk,Milk & Creamers,Beverages
1094938,Cheese Blocks,Cheese,Chilled
1069423,Stirred Yogurt,Yoghurt,Chilled
845368,Pastes,Seasoning & Coconut Cream,Grocery
29680,Assorted,Pasta,Grocery
13246,Vermicelli,Pasta,Grocery
98764,Assorted,Biscuits,Grocery
143971,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1118797,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
996334,Sugar Confectionary,Confectionery,Grocery
1031137,Sugar Confectionary,Confectionery,Grocery
379384,Cereal Bars,Cereals,Grocery
125647,Imported,Soups,Grocery
20302,Paste/Mixes,Seasoning,Grocery
93823,Paste/Mixes,Seasoning,Grocery
915064,Body Cleansing,Hand & Body Care,Household
1002121,Lip Cosmetics,Cosmetics,Household
92833,Baby Wipes,Baby Needs,Household
1118122,Incense,General Needs,Household
969955,Car Care Air Freshener,Car Care,Household
34450,Paper Dispensers,Paper Goods,Household
31939,Mosquito Control,Pest Control,Household
4804,Shaving Requisites,Toiletries Men,Household
172978,Single Consumption RTD Beverages,RTD Beverages,Beverages
886255,Wafers,Biscuits,Grocery
887020,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1118419,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1010725,Cereal Bars,Cereals,Grocery
301723,Soya Meat,Processed / Preserved Vegetables,Grocery
248785,Instant Mixes,Flour,Grocery
851857,Instant Small,Noodles,Grocery
3085,Instant Large,Noodles,Grocery
110059,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1058758,Packaged Dry Pasta,Pasta & Noodles,Grocery
976426,Canned Fruit,Processed/Preserved Fruits,Grocery
1076776,Snack-Crisps & Chips,Snacks,Grocery
1057273,Body Cleansing,Hand & Body Care,Household
1053898,Lip Cosmetics,Cosmetics,Household
970693,Lip Cosmetics,Cosmetics,Household
877444,Lip Cosmetics,Cosmetics,Household
999043,Lip Cosmetics,Cosmetics,Household
993688,Razors & Blades,Men's Toiletries,Household
512863,Washing Detergents,Laundry Care,Household
144736,Sponges & Scrubbers,Cleaning Durables,Household
415276,Sponges & Scrubbers,Cleaning Durables,Household
876805,Baby Wipes,Baby Needs,Household
34000,Baby Wipes,Baby Needs,Household
1045114,Facial Cleansing,Facial Care,Household
137563,Facial Cleansing,Facial Care,Household
210454,Facial Cleansing,Facial Care,Household
282787,Car Care Air Freshener,Car Care,Household
1068217,Hair Treatment,Hair Care,Household
2104,Powdered Milk,Milk & Creamers,Beverages
1079251,Cheese Blocks,Cheese,Chilled
817261,Margarine,Spreads,Chilled
173140,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
1100248,Healthy Biscuits,Biscuits,Grocery
379330,Muesli,Cereals,Grocery
366865,Ambient Cooking Sauces,Sauce,Grocery
1080799,Ambient Cooking Sauces,Sauce,Grocery
1084804,Ambient Cooking Sauces,Sauce,Grocery
915370,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1053718,Eye Cosmetics,Cosmetics,Household
998971,Lip Cosmetics,Cosmetics,Household
216286,Men's Fragrance,Men's Toiletries,Household
267595,Men's Hair Treatment,Men's Toiletries,Household
278503,Sponges & Scrubbers,Cleaning Durables,Household
19069,Facial Cleansing,Facial Care,Household
905245,Facial Cleansing,Facial Care,Household
68443,Car Care Cleaning  Exterior,Car Care,Household
145636,Cans,Carbonated,Beverages
856105,Powdered Milk,Milk & Creamers,Beverages
832426,Spices,Seasoning & Coconut Cream,Grocery
915649,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
115864,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
131353,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
115891,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1082473,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1014298,Multiple Consumption Chocolates,Confectionery,Grocery
878929,Sauce/Topping,Desserts,Grocery
934756,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
40192,Canned Fruit,Processed/Preserved Fruits,Grocery
12022,Crisp/Chips,Snacks,Grocery
831436,Imported,Soups,Grocery
838915,Imported,Soups,Grocery
979819,Body Cleansing,Hand & Body Care,Household
1043359,Body Cleansing,Hand & Body Care,Household
49696,Dish Wash,Cleaning Consumables,Household
616363,Skin Care,Toiletries Unisex,Household
1013947,Illumination,General Needs,Household
33370,Facial Cleansing,Facial Care,Household
1033846,Hair Treatment,Hair Care,Household
215908,Single Consumption RTD Beverages,RTD Beverages,Beverages
852424,RTD,Tea,Beverages
1058065,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
284308,Powdered Milk,Milk & Creamers,Beverages
1115665,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
127555,Multiple Consumption Chocolates,Confectionery,Grocery
889036,Multiple Consumption Chocolates,Confectionery,Grocery
1005937,Ambient Table Sauces,Sauce,Grocery
951622,Canned Vegetables,Processed / Preserved Vegetables,Grocery
440251,Dessert Ingredients,Desserts,Grocery
887524,Paste/Mixes,Seasoning,Grocery
915082,Body Cleansing,Hand & Body Care,Household
1111174,Body Cleansing,Hand & Body Care,Household
998953,Lip Cosmetics,Cosmetics,Household
1002157,Lip Cosmetics,Cosmetics,Household
128788,Baby Wipes,Baby Needs,Household
390967,Facial Cleansing,Facial Care,Household
82933,Facial Cleansing,Facial Care,Household
1000006,Eye Care,Facial Care,Household
1032550,Single Consumption RTD Beverages,RTD Beverages,Beverages
883366,Powdered Milk,Milk & Creamers,Beverages
1003309,Stirred Yogurt,Yoghurt,Chilled
832408,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
36637,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
23569,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1073185,Sugar Confectionary,Confectionery,Grocery
1095550,Muesli,Cereals,Grocery
177847,Sauce/Topping,Desserts,Grocery
206935,Ambient Spreads,Spreads,Grocery
799954,Paste/Mixes,Seasoning,Grocery
96937,Paste/Mixes,Seasoning,Grocery
817009,Paste/Mixes,Seasoning,Grocery
821203,Body Cleansing,Hand & Body Care,Household
905290,Body Cleansing,Hand & Body Care,Household
988729,Lip Cosmetics,Cosmetics,Household
82024,Men's Hair Treatment,Men's Toiletries,Household
4138,Cleaning Containers,Cleaning Durables,Household
907324,Facial Cleansing,Facial Care,Household
77092,Facial Cleansing,Facial Care,Household
1081537,Eye Care,Facial Care,Household
99124,Car Care Cleaning  Exterior,Car Care,Household
1004920,Mouth Wash & Breath Freshener,Oral Care,Household
836134,Oral Accessories,Oral Care,Household
248209,Pet Food,Pet Care,Household
276361,Pet Food,Pet Care,Household
1059577,Pet Food,Pet Care,Household
370195,Single Consumption RTD Beverages,RTD Beverages,Beverages
749986,Chilled Cakes,Desserts,Chilled
1027321,FOW-Sri Lanka,FOW,Grocery
53638,Ambient Cooking Sauces,Sauce,Grocery
46231,Ambient Cooking Sauces,Sauce,Grocery
1103821,Ambient Cooking Sauces,Sauce,Grocery
363949,Ambient Cooking Sauces,Sauce,Grocery
852622,Chilie Based,Sauce,Grocery
837295,Canned Vegetables,Processed / Preserved Vegetables,Grocery
39499,Imported,Soups,Grocery
1075525,Body Cleansing,Hand & Body Care,Household
915073,Body Cleansing,Hand & Body Care,Household
406078,Body Cleansing,Hand & Body Care,Household
1000366,Men's Hair Treatment,Men's Toiletries,Household
799414,Baby Wipes,Baby Needs,Household
911050,Facial Cleansing,Facial Care,Household
30148,Facial Cleansing,Facial Care,Household
72664,Facial Cleansing,Facial Care,Household
250045,Facial Cleansing,Facial Care,Household
8521,Party Accessories,Party Ware,Household
989161,Single Consumption RTD Beverages,RTD Beverages,Beverages
1061800,Single Consumption RTD Beverages,RTD Beverages,Beverages
1065013,Drinking Yogurt,Yoghurt,Chilled
1027312,FOW-Sri Lanka,FOW,Grocery
648340,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
909529,Muesli,Cereals,Grocery
172087,Ambient Cooking Sauces,Sauce,Grocery
399229,Wheat Flour,Flour,Grocery
371482,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1077730,Packaged Dry Pasta,Pasta & Noodles,Grocery
888514,Canned Fruit,Processed/Preserved Fruits,Grocery
887974,Paste/Mixes,Seasoning,Grocery
16918,Floor Polish,Cleaning Aids,Household
1065697,Body Cleansing,Hand & Body Care,Household
115657,Eye Cosmetics,Cosmetics,Household
1059712,Lip Cosmetics,Cosmetics,Household
29428,Lip Cosmetics,Cosmetics,Household
1054204,Lip Cosmetics,Cosmetics,Household
370510,Lip Cosmetics,Cosmetics,Household
236176,Men's Hair Treatment,Men's Toiletries,Household
54043,Washing Detergents,Laundry Care,Household
1010194,Dish Wash,Cleaning Consumables,Household
924388,Party Candles,Party Ware,Household
127582,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
917683,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
831418,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
11635,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
102841,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1113415,Multiple Consumption Chocolates,Confectionery,Grocery
408463,Cereal Bars,Cereals,Grocery
1089709,Ambient Cooking Sauces,Sauce,Grocery
138004,Unclassified,Processed / Preserved Vegetables,Grocery
12049,Instant Small,Noodles,Grocery
94939,Instant Small,Noodles,Grocery
46132,Imported,Soups,Grocery
1043476,Body Cleansing,Hand & Body Care,Household
1059703,Lip Cosmetics,Cosmetics,Household
370501,Lip Cosmetics,Cosmetics,Household
1000321,Men's Fragrance,Men's Toiletries,Household
81961,Men's Hair Treatment,Men's Toiletries,Household
47275,Men's Hair Treatment,Men's Toiletries,Household
905659,Washing Detergents,Laundry Care,Household
415321,Sponges & Scrubbers,Cleaning Durables,Household
24406,Baby Ready Meals,Baby Foods,Household
917386,Baby Gift Packs,Baby Needs,Household
138652,Single Consumption RTD Beverages,RTD Beverages,Beverages
904993,Single Consumption RTD Beverages,RTD Beverages,Beverages
1059613,Pastes,Seasoning & Coconut Cream,Grocery
828952,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
379375,Cereal Bars,Cereals,Grocery
1082275,Muesli,Cereals,Grocery
28240,Dehydrated,Processed / Preserved Vegetables,Grocery
174517,Unclassified,Processed / Preserved Vegetables,Grocery
1058326,Dessert Fruits & Nuts,Desserts,Grocery
1116673,Canned Fruit,Processed/Preserved Fruits,Grocery
399337,Canned Fruit,Processed/Preserved Fruits,Grocery
853747,Paste/Mixes,Seasoning,Grocery
799963,Paste/Mixes,Seasoning,Grocery
1086478,Body Cleansing,Hand & Body Care,Household
387727,Eye Cosmetics,Cosmetics,Household
970756,Lip Cosmetics,Cosmetics,Household
366577,Men's Fragrance,Men's Toiletries,Household
142765,Men's Hair Treatment,Men's Toiletries,Household
110752,Illumination,General Needs,Household
211345,Car Care Cleaning  Exterior,Car Care,Household
1033837,Hair Treatment,Hair Care,Household
878677,Cans,Carbonated,Beverages
1054978,Single Consumption RTD Beverages,RTD Beverages,Beverages
68155,Powdered Milk,Milk & Creamers,Beverages
136348,Powdered Milk,Milk & Creamers,Beverages
1116349,Vinegar,Seasoning & Coconut Cream,Grocery
210193,Wheat Flour,Flour,Grocery
57913,Paste/Mixes,Seasoning,Grocery
950164,Men's Hair Coloring,Men's Toiletries,Household
440584,Baby Ready Meals,Baby Foods,Household
231271,Facial Cleansing,Facial Care,Household
207268,Single Consumption RTD Beverages,RTD Beverages,Beverages
569077,Prepared Meals,Baby Foods,Grocery
98179,Assorted,Pasta,Grocery
1033,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
152017,Unclassified,Processed / Preserved Vegetables,Grocery
851137,Unclassified,Processed / Preserved Vegetables,Grocery
52459,Wheat Flour,Flour,Grocery
108673,Crisp/Chips,Snacks,Grocery
21445,Paste/Mixes,Seasoning,Grocery
849886,Paste/Mixes,Seasoning,Grocery
986470,Body Cleansing,Hand & Body Care,Household
138562,Eye Cosmetics,Cosmetics,Household
140362,Eye Cosmetics,Cosmetics,Household
1002436,Lip Cosmetics,Cosmetics,Household
43666,Lip Cosmetics,Cosmetics,Household
850012,Razors & Blades,Men's Toiletries,Household
283786,Dish Wash,Cleaning Consumables,Household
952783,Sponges & Scrubbers,Cleaning Durables,Household
21472,Skin Care,Toiletries Unisex,Household
1023082,Illumination,General Needs,Household
43999,Illumination,General Needs,Household
1065742,Illumination,General Needs,Household
97270,Incense,General Needs,Household
836197,Facial Cleansing,Facial Care,Household
824083,Shaving Requisites,Toiletries Men,Household
861370,Shaving Requisites,Toiletries Men,Household
425797,Single Consumption RTD Beverages,RTD Beverages,Beverages
146500,Powdered Milk,Milk & Creamers,Beverages
103534,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
854440,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1073176,Sugar Confectionary,Confectionery,Grocery
998170,Cereal Bars,Cereals,Grocery
109708,Unclassified,Condiments,Grocery
1092490,Soya Meat,Processed / Preserved Vegetables,Grocery
1038994,Ambient Spreads,Spreads,Grocery
754540,Canned Fruit,Processed/Preserved Fruits,Grocery
249334,Canned Fruit,Processed/Preserved Fruits,Grocery
868030,Nuts,Snacks,Grocery
20716,Paste/Mixes,Seasoning,Grocery
1054159,Lip Cosmetics,Cosmetics,Household
969802,Facial Cleansing,Facial Care,Household
103048,Car Care Air Freshener,Car Care,Household
806650,Cans,Carbonated,Beverages
57922,Cordial,Juices,Beverages
899881,Single Consumption RTD Beverages,RTD Beverages,Beverages
1013488,Flavored Tea,Tea,Beverages
245266,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
897919,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
865735,Unclassified,Biscuits,Grocery
408499,Cereal Bars,Cereals,Grocery
379321,Muesli,Cereals,Grocery
249199,Ambient Cooking Sauces,Sauce,Grocery
1080025,Ambient Table Sauces,Sauce,Grocery
852838,Ketchups,Sauce,Grocery
287584,Soya Meat,Processed / Preserved Vegetables,Grocery
350044,Dessert Ingredients,Desserts,Grocery
363049,Instant Mixes,Flour,Grocery
234232,Instant Mixes,Flour,Grocery
896299,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
46339,Imported,Soups,Grocery
61153,Imported,Soups,Grocery
817036,Paste/Mixes,Seasoning,Grocery
950119,Body Cleansing,Hand & Body Care,Household
1043350,Body Cleansing,Hand & Body Care,Household
1053700,Eye Cosmetics,Cosmetics,Household
1066300,Lip Cosmetics,Cosmetics,Household
869164,Men's Fragrance,Men's Toiletries,Household
384280,Men's Hair Treatment,Men's Toiletries,Household
121300,Facial Cleansing,Facial Care,Household
620134,Eye Care,Facial Care,Household
282796,Car Care Cleaning  Exterior,Car Care,Household
62890,Car Care Cleaning  Exterior,Car Care,Household
145987,Single Consumption RTD Beverages,RTD Beverages,Beverages
215233,Powdered Milk,Milk & Creamers,Beverages
862378,Condensed Milk,Dessert Ingredients,Grocery
103516,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1044502,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
405187,Multiple Consumption Chocolates,Confectionery,Grocery
1048147,Sugar Confectionary,Confectionery,Grocery
248722,Ambient Regular Noodles,Pasta & Noodles,Grocery
488986,Berries,Processed/Preserved Fruits,Grocery
888559,Canned Fruit,Processed/Preserved Fruits,Grocery
null,Canned Fruit,Processed/Preserved Fruits,Grocery
26701,Crisp/Chips,Snacks,Grocery
121948,Paste/Mixes,Seasoning,Grocery
869461,Body Cleansing,Hand & Body Care,Household
999052,Lip Cosmetics,Cosmetics,Household
1054069,Lip Cosmetics,Cosmetics,Household
1016395,Men's Fragrance,Men's Toiletries,Household
1016215,Men's Fragrance,Men's Toiletries,Household
398725,Dish Wash,Cleaning Consumables,Household
244519,Baby Ready Meals,Baby Foods,Household
43009,Incense,General Needs,Household
107755,Pet Food,Pet Care,Household
44692,Shaving Requisites,Toiletries Men,Household
864952,Shaving Requisites,Toiletries Men,Household
822121,Instant Chocolate Drinks,Chocolate Drink,Beverages
42424,Single Consumption RTD Beverages,RTD Beverages,Beverages
25936,Single Consumption RTD Beverages,RTD Beverages,Beverages
127150,Powdered Milk,Milk & Creamers,Beverages
995875,FOW-Sri Lanka,FOW,Grocery
120184,Orid,Pulses,Grocery
868003,Nuts,Dessert Ingredients,Grocery
20563,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1015396,Muesli,Cereals,Grocery
68704,Ambient Cooking Sauces,Sauce,Grocery
1117825,Ambient Cooking Sauces,Sauce,Grocery
396727,Ambient Cooking Sauces,Sauce,Grocery
831940,Dehydrated,Processed / Preserved Vegetables,Grocery
95218,Unclassified,Processed / Preserved Vegetables,Grocery
248731,Ambient Regular Noodles,Pasta & Noodles,Grocery
25657,Imported,Soups,Grocery
820663,Imported,Soups,Grocery
1052098,Body Cleansing,Hand & Body Care,Household
979801,Body Cleansing,Hand & Body Care,Household
1069063,Body Cleansing,Hand & Body Care,Household
1015927,Men's Fragrance,Men's Toiletries,Household
1057102,Men's Hair Treatment,Men's Toiletries,Household
37744,Dish Wash,Cleaning Consumables,Household
1018276,Dish Wash,Cleaning Consumables,Household
5146,Cleaning Containers,Cleaning Durables,Household
1027915,Sponges & Scrubbers,Cleaning Durables,Household
45160,Skin Care,Baby Needs,Household
414160,Illumination,General Needs,Household
93616,Facial Cleansing,Facial Care,Household
877849,Cans,Carbonated,Beverages
1024486,Flavored Tea,Tea,Beverages
1083787,Powdered Milk,Milk & Creamers,Beverages
898594,Prepared Meals,Baby Foods,Grocery
4300,Prepared Meals,Baby Foods,Grocery
103498,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
831625,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1115674,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
919141,Muesli,Cereals,Grocery
367243,Ambient Cooking Sauces,Sauce,Grocery
118510,Chocolate Spreads,Spreads,Grocery
25666,Imported,Soups,Grocery
163042,Body Cleansing,Hand & Body Care,Household
1046626,Eye Cosmetics,Cosmetics,Household
998863,Lip Cosmetics,Cosmetics,Household
988432,Men's Fragrance,Men's Toiletries,Household
284380,Men's Hair Treatment,Men's Toiletries,Household
125170,Illumination,General Needs,Household
1025494,Mouth Wash & Breath Freshener,Oral Care,Household
823678,Shaving Requisites,Toiletries Men,Household
827116,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
821140,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
367027,Ambient Cooking Sauces,Sauce,Grocery
367306,Ambient Cooking Sauces,Sauce,Grocery
878560,Sauce/Topping,Desserts,Grocery
832624,Ambient Regular Noodles,Pasta & Noodles,Grocery
886237,Ambient Regular Noodles,Pasta & Noodles,Grocery
1057228,Body Cleansing,Hand & Body Care,Household
883258,Incense,General Needs,Household
845350,Incense,General Needs,Household
211336,Car Care Cleaning  Exterior,Car Care,Household
248227,Pet Food,Pet Care,Household
276370,Pet Food,Pet Care,Household
51325,Shaving Requisites,Toiletries Men,Household
848221,Shaving Requisites,Toiletries Men,Household
23128,Prepared Meals,Baby Foods,Grocery
44026,Assorted,Pasta,Grocery
92689,Assorted,Pasta,Grocery
19438,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
25531,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1105009,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
225709,Instant Mixes,Flour,Grocery
2887,Ambient Spreads,Spreads,Grocery
857086,Ambient Regular Noodles,Pasta & Noodles,Grocery
21238,Paste/Mixes,Seasoning,Grocery
1088188,Body Cleansing,Hand & Body Care,Household
998917,Lip Cosmetics,Cosmetics,Household
1026277,Washing Detergents,Laundry Care,Household
26935,Pet Food,Pet Care,Household
1079449,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
245311,Powdered Milk,Milk & Creamers,Beverages
995650,Pastes,Seasoning & Coconut Cream,Grocery
65824,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
831652,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1093489,Dessert Fruits & Nuts,Desserts,Grocery
null,Ambient Spreads,Spreads,Grocery
271069,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
397285,Canned Fruit,Processed/Preserved Fruits,Grocery
397258,Canned Fruit,Processed/Preserved Fruits,Grocery
671137,Imported,Soups,Grocery
1002382,Eye Cosmetics,Cosmetics,Household
999079,Lip Cosmetics,Cosmetics,Household
822688,Washing Detergents,Laundry Care,Household
244420,Baby Ready Meals,Baby Foods,Household
1064185,Car Care Cleaning  Exterior,Car Care,Household
12544,Shaving Requisites,Toiletries Men,Household
989170,Single Consumption RTD Beverages,RTD Beverages,Beverages
850147,Single Consumption RTD Beverages,RTD Beverages,Beverages
898,Powdered Milk,Milk & Creamers,Beverages
1003318,Stirred Yogurt,Yoghurt,Chilled
1069414,Stirred Yogurt,Yoghurt,Chilled
212083,Salt,Seasoning & Coconut Cream,Grocery
110914,Assorted,Pasta,Grocery
1050118,Multiple Consumption Chocolates,Confectionery,Grocery
1031056,Multiple Consumption Chocolates,Confectionery,Grocery
62215,Soya Meat,Processed / Preserved Vegetables,Grocery
25423,Imported,Soups,Grocery
54925,Body Cleansing,Hand & Body Care,Household
1053907,Lip Cosmetics,Cosmetics,Household
1090078,Razors & Blades,Men's Toiletries,Household
415303,Sponges & Scrubbers,Cleaning Durables,Household
415699,Sponges & Scrubbers,Cleaning Durables,Household
1046806,Baby Ready Meals,Baby Foods,Household
223936,Skin Care,Toiletries Unisex,Household
1013974,Illumination,General Needs,Household
832489,Facial Cleansing,Facial Care,Household
39175,Car Care Air Freshener,Car Care,Household
103021,Car Care Air Freshener,Car Care,Household
99871,Car Care Cleaning  Exterior,Car Care,Household
7081,Pet Food,Pet Care,Household
37510,Single Consumption RTD Beverages,RTD Beverages,Beverages
19546,Single Consumption RTD Beverages,RTD Beverages,Beverages
797911,Prepared Meals,Baby Foods,Grocery
895948,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1031029,Multiple Consumption Chocolates,Confectionery,Grocery
1106917,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1050019,Body Cleansing,Hand & Body Care,Household
1077955,Body Cleansing,Hand & Body Care,Household
1002040,Lip Cosmetics,Cosmetics,Household
858202,Razors & Blades,Men's Toiletries,Household
52045,Men's Fragrance,Men's Toiletries,Household
1114990,Washing Detergents,Laundry Care,Household
54277,Dish Wash,Cleaning Consumables,Household
270160,Sponges & Scrubbers,Cleaning Durables,Household
427930,Sponges & Scrubbers,Cleaning Durables,Household
75121,Facial Cleansing,Facial Care,Household
75805,Facial Cleansing,Facial Care,Household
706408,Pet Food,Pet Care,Household
897379,Assorted,Pasta,Grocery
283048,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
828097,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
102148,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
132217,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1070629,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
884122,Multiple Consumption Chocolates,Confectionery,Grocery
25045,Imported,Confectionery,Grocery
5479,Specialty,Sauce,Grocery
852244,Instant Small,Noodles,Grocery
59128,Packaged Dry Pasta,Pasta & Noodles,Grocery
876202,Canned Fruit,Processed/Preserved Fruits,Grocery
832687,Paste/Mixes,Seasoning,Grocery
867697,Paste/Mixes,Seasoning,Grocery
1052143,Body Cleansing,Hand & Body Care,Household
1048930,Washing Detergents,Laundry Care,Household
1118473,Dish Wash,Cleaning Consumables,Household
63043,Cleaning Containers,Cleaning Durables,Household
1032208,Sponges & Scrubbers,Cleaning Durables,Household
1046770,Baby Ready Meals,Baby Foods,Household
1099465,Facial Cleansing,Facial Care,Household
971314,Eye Care,Facial Care,Household
951964,Car Care Cleaning  Exterior,Car Care,Household
846988,Car Care Cleaning  Exterior,Car Care,Household
58606,Pet Accessories,Pet Care,Household
533383,Mosquito Control,Pest Control,Household
850570,Insecticides,Pest Control,Household
12319,Powdered Milk,Milk & Creamers,Beverages
997819,FOW-Sri Lanka,FOW,Grocery
1058416,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1082401,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1018168,Ambient Cooking Sauces,Sauce,Grocery
25405,Unclassified,Processed / Preserved Vegetables,Grocery
401641,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
93373,Snack-Crisps & Chips,Snacks,Grocery
21409,Paste/Mixes,Seasoning,Grocery
1057804,Body Cleansing,Hand & Body Care,Household
1083418,Body Cleansing,Hand & Body Care,Household
840076,Lip Cosmetics,Cosmetics,Household
1006351,Razors & Blades,Men's Toiletries,Household
1015918,Men's Fragrance,Men's Toiletries,Household
1052377,Men's Fragrance,Men's Toiletries,Household
950155,Men's Hair Coloring,Men's Toiletries,Household
207826,Sponges & Scrubbers,Cleaning Durables,Household
1010176,Cleaning Other Accessories,Cleaning Durables,Household
244429,Baby Ready Meals,Baby Foods,Household
1098592,Facial Cleansing,Facial Care,Household
13012,Facial Cleansing,Facial Care,Household
1064275,Car Care Air Freshener,Car Care,Household
143395,Pet Food,Pet Care,Household
823327,Shaving Requisites,Toiletries Men,Household
975049,Set Yogurt,Yoghurt,Chilled
16126,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
